,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30
Cell_28,3.6796685267183404,2.1939416008007946,5.251980576258617,3.6787809723408667,3.7055146230663523,4.202744432305748,0.7860580575582526,0.20740119766743312,0.11106109205834935,0.17287729099996332,3.1308012844282724,0.6663445919550903,6.685370365345395,3.7507870749452246,4.9517959829828895,2.6591735919567077,1.9308315596574073,0.48727877194499386,1.1630256304236664,2.092083093323713,2.5326112658280007,0.3169584096921725,0.9697428264940277,1.079620636702018,1.0400432675427593,0.37323297543496753,4.533755094777816,0.938735869273694,0.4069109233200123,4.6156559696032256
Cell_29,6.790521837670674,4.1828733333016626,3.8448118055184084,3.259606545738897,5.464747784675509,0.680690680339553,1.1371988148935217,4.3187463187855455,0.6296009717892831,1.7497827726969966,2.2051707671701073,3.0570267443240935,1.0617970647115667,0.9602118254837059,0.9387407347103917,1.6101526058243698,3.635704461331742,0.8976389924072711,0.018639789774827838,2.405748089297899,1.2405311387542235,1.8173851293050893,0.16195800944294902,0.6834457625993313,2.252037434551655,0.2686294745897758,1.7464671476143097,1.1285913517793167,0.5394994651368242,0.49209038658691295
Cell_30,4.143889810622029,4.985661808299388,3.9689439485397413,4.192301672141933,3.602558233887913,1.7045862520154176,2.4407203953740066,1.9713524850591255,5.098773320669614,0.9800565141299766,3.370913603060185,0.5987930439200467,0.49884010976462134,1.3042450504338197,3.9484300257719656,0.8790070200444212,0.16177131238731202,2.4041112366810777,1.0845962574554968,1.5200221109584484,0.5284662948587576,1.2933392543369169,0.20067532976427277,4.585222959091701,2.7652873474284503,1.2415044980592296,2.3514400992090954,0.6004663052617605,2.6702228588259396,0.8411396147022103
Cell_31,3.45825466114135,2.9660487937578153,4.498274084145757,3.66258097348062,5.758763805876848,0.35426039417946953,1.693134388579156,2.9765556025525712,1.3894726472085812,0.8252685190155862,1.3582489485598275,3.2469576453471207,3.2459266673401106,1.043728370500355,3.2031255465567408,1.1421402423554168,2.330556052842031,1.8624495085396489,0.7926159927850407,0.42705198552253365,3.037003797511675,3.702074982104425,1.6593341710188234,1.1407270815747212,0.30033487491922956,2.9771472282094034,1.5001827675134793,0.9087661699092504,2.3835092894551404,0.2331156758798402
Cell_32,3.6341069141813906,3.59342256898374,4.828231437798193,4.834933986288266,4.897365702731528,2.8226149335471993,2.054346778954824,4.657106238550127,2.8175195223067355,1.041410871214443,0.6787111086083898,1.0715861930714552,2.1129804033043333,0.7566717958187521,2.160448250754212,1.9655555921630181,0.41989141351841225,2.7766972861044765,1.6100479136238626,4.491413826721513,1.145816550872063,0.8688788283447498,0.3585281534225917,0.3516273382878432,2.523571994545369,4.161379623728383,1.0574460896854403,0.9936536364192179,1.243979206925838,2.9254086985087726
Cell_33,3.8395092751869617,4.074050597524033,5.196196323431025,4.80291714860655,6.123366319416663,1.810518754978151,3.3682457512875894,3.9183152391040235,3.241226982065472,1.250055771881464,0.15080865513158825,0.9868136400734281,1.2143992583694372,4.122261686245179,0.5344263484076442,0.24283011383133418,0.7616877182091476,0.567198694383674,0.2115428761012728,1.0791848863234907,1.2579964266364683,0.19430523103665068,0.8635390525475763,0.5282335720517297,1.2953715507794437,1.412428558048602,0.5283527251321686,2.757535406275875,1.1898376055112554,0.5565897517338511
Cell_34,3.8192156244690794,5.028647354025949,4.12096339403009,3.7913704811697633,4.7430658099511245,3.918175639805699,2.4282054681284144,0.044229691431661756,0.5495326958032132,1.0305581949669496,1.251660489096276,1.3584804958860208,1.7120807192599745,1.0633863287270455,1.1871452521754304,2.5286862828200767,1.5050879620394901,0.3160363345101478,1.2878968239307522,1.033264763366602,0.08597302357678323,1.347989398767667,0.3714733198729099,2.5583252583895075,1.6915942375728001,0.2939996043767683,2.4677087908608772,3.409600706935004,0.916890574578668,1.0275265154922377
Cell_35,6.322517805059475,5.376843850008138,3.5001845857162888,3.872686660750602,4.00268637035308,0.8645777734584043,2.2276707831780733,3.2314056060237557,3.4167117698489795,0.12941121273469602,0.4947574346047886,0.6366057785126196,0.4924847021947548,1.687262391924849,1.8617866773230327,1.1736172684894746,1.0738027754356196,0.8109081025761226,0.9088657635006483,3.885388267823361,2.0929871053236044,0.8419700071469075,1.0545626582935665,1.7201503574042303,0.293875438770537,1.3279739150749599,2.000450647216828,1.7955635498366087,0.5058664683807255,0.6163527885177496
Cell_36,2.393608237914481,5.301933322704219,8.361226270590004,3.5176187179504033,5.463152176618639,4.8178311158868725,0.7327906562492108,1.0559302694781243,1.4627582775133328,1.7482532194418305,1.5320333613384505,0.7927074683681972,1.9750594064012004,0.8112477512454592,1.6232220111052116,1.1353437935886177,0.1083311190778535,3.1294194102346498,0.6343026818625273,3.369953252238627,2.7194758125295597,1.4247856043154505,1.8249187689187993,2.011557245278443,0.9662341183217329,1.010782014777883,1.9323882300689197,1.1465753480946532,0.7953233704022612,0.515146152677667
Cell_37,4.259454002098413,3.840301900280517,5.029875435736807,5.201890084398349,4.743424264832169,2.1381864718113883,1.8177321524969716,2.262342834556489,2.185761898359057,1.5889345576729708,2.7463255166875604,0.9992491437879852,0.5328668486216984,0.5030031420242337,0.8646421284879255,0.08375857708928966,1.4125476707210578,2.0334260257330987,2.5006308747347883,0.14926919216013051,0.5215313046639085,2.311513906259713,0.9695836770972388,1.9963790779551989,0.27477486311278804,3.3398559611066365,0.24710450980414872,1.3767268400549355,1.4080930880966827,0.7121329188132025
Cell_38,4.8404223280213285,5.3215993308787395,4.0458973307316635,3.0513174034069497,3.3746220076439015,0.778077589824889,0.4847357084706744,2.844729015090964,0.8471293769403977,1.3424479750845189,2.3040647451773046,0.4583401400000051,0.2331558276258132,0.4866399347185964,1.4738654609019362,1.3885087982733557,1.6412791490229122,1.058688295824499,1.027555871434407,2.5509310875948774,3.0759475038011352,1.2650717610033795,1.3930332381366164,1.9661729919379127,3.009952814780435,1.1672370203267366,1.9439786993459687,0.6673275201501239,0.2824855869288202,0.7423876716844758
Cell_39,5.643710455059805,5.269313861068153,2.3214649814929915,5.404738611313409,3.9041661720628005,1.6222921755251836,0.43840348952899844,0.29582401800634833,3.992404788416047,0.846497991027887,1.946987143059587,1.211424903187362,0.38445857974478603,0.9367602152763463,0.38851184477156925,6.194361085369428,2.2358995327797935,1.191101231898963,1.8630183877353461,2.122510755114694,2.1270281862170526,2.054799690764452,1.9297545122946917,1.2801785094938032,3.7670690987644435,1.353830790985924,1.2224993713847314,1.3640914367046741,1.4505017888055212,0.151102057896156
Cell_40,3.6109440810860876,3.1299954042455207,3.1927716222718336,3.791002268369395,3.833012452273289,0.2662524934286764,0.6195249091033816,3.1707250978698753,1.878662594745271,1.7917899322012725,2.8823031838907043,0.49172290187018636,0.267297340140065,2.5910561609547393,1.0865380144186358,0.47712403508446166,0.1492414494188447,1.3778018555853644,0.9732039892875125,0.8216045591559652,0.03730666419633027,3.7304103458012117,0.20549761534611605,0.9017002596572624,0.7617347071117146,1.9248325306034046,0.1518719177871008,1.74045652424311,1.3838029933203162,0.5877704408058805
Cell_41,4.979502726778006,4.57090151694527,8.045085477903607,3.8299812984591033,3.494490843831149,1.754928008324273,0.8601417378243313,1.1659014644046346,0.2702076209024379,1.949005810522634,0.7290486502901371,1.478056204191705,5.221666039780586,0.9196721007694717,2.1692255569042938,0.9816655027703957,0.5964358335674423,3.2548852748904893,0.08891237384769102,2.6283354877884015,0.07028253343229418,2.420744036633824,1.1821513484627901,0.40986147656239785,0.7799309903364983,2.076071440791261,4.86830897125961,0.1614674391933537,0.44024389987243395,0.23894702923441608
Cell_42,4.80676293684401,6.519797986344822,3.736582690151309,3.97867862513765,5.414352259756631,0.7686511832267352,1.3950186920108765,3.075229101335764,0.3500513053588489,0.10710539628631328,1.5471091353029802,1.583934250847504,0.7155641507866699,0.5784334361199959,1.2039456554601031,0.34227108768844583,0.3429491114206228,2.0650750079089866,0.31375018180289144,0.11913116910819847,0.5771781517939926,0.7335087680042913,1.7402989056459408,0.6329732997625813,3.4760538676459594,1.2612684837487775,0.4932982823155054,1.6794522485181198,3.429805814466496,2.0196978715292015
Cell_43,3.090698210694578,4.151949404862796,4.048489173892721,5.113031685878458,4.142957042907676,0.8534513034201149,4.378363171757894,2.0438914231903356,1.6838466909741214,0.6615649436898046,0.33615202451451964,1.7086803687986793,2.2264673541879056,1.1606327079708612,2.048317065742601,2.0907287517803246,2.3451180237640195,0.17524190392259015,0.8219604677685061,1.7953061884747936,1.2212584282816004,2.095977072938524,1.6830003019796689,0.04404375618212305,2.7982610755323796,0.7221268658867288,0.4608676771271446,2.7268493391220625,1.9680623994268143,3.0263579583592297
Cell_44,4.664086780468351,3.3003326127340267,4.452100119374542,4.2552684755276635,3.0021781578235647,0.6104313448525245,3.7310996327950936,0.6783549268478586,0.12353779261878653,1.0062488798919034,0.6690032124690444,2.837628293064095,3.5348199713436297,0.7746340261659722,1.4709883533638366,1.5787899893463986,1.1149011890713718,0.9350808957571439,0.4260452126132931,0.0929226764212755,0.42313939279429424,1.0788440721181893,0.19690177244885676,1.4051662048930513,1.2431814241704051,0.6702021412844282,0.8971570337496217,0.25066741506124346,2.311952813421152,2.2808472380370333
Cell_45,3.443857962083455,2.4046948479102537,3.5562172811179833,4.97774013698797,4.632803848099697,2.7029149801729875,2.9408095007871324,0.17123376235528193,1.8149412867769537,2.851235660129776,0.8417460394811653,1.1414118895101695,0.9882939357135441,1.0303437907034687,2.3056784727925774,4.260421164437688,3.3853468536089126,0.703356532570994,1.4750344753742968,0.5083568354929012,0.568455092247287,1.0955997322198237,0.5517545474781247,0.6455993179803454,1.4448284201156245,1.7938947861162913,1.7543551815249252,1.7689221315269246,0.2754328217643273,0.521176916736025
Cell_46,4.573308109099787,5.6122156711707465,9.62370666837773,4.084992934628877,5.854117873492798,0.2358484810498578,2.086557726985635,0.5190523674756502,0.6680569645490826,2.363203600036057,1.1943047134837348,0.07899008941152008,0.710978084873228,3.5238235579127672,0.8905479764232586,0.8898289388668401,2.245525143964351,1.573857334839501,0.8441541460151859,0.6224509930688003,8.130591242719182,3.0936037651335204,1.7683763588490617,1.863233373729102,1.0363391309451795,1.55786068791682,0.9356412077912099,0.46751075964311084,1.610308137600138,0.8597260404508252
Cell_47,4.78811674344092,4.9167390623869425,4.040766484176158,2.8700114833582933,3.946850773094586,0.8760780481818875,2.5699368796029707,2.4664636207104964,0.5558164868131,0.2669225919534563,6.2408312980508605,1.6995844151401045,0.22163000158139776,0.6567871134478882,2.654164674945485,5.188649222399851,4.578951169441133,1.6401258077398484,1.170316429830726,0.3784564899766517,1.2616883818945073,0.4421857384578752,0.7790522251561015,2.3612384520123255,0.9311535700118437,0.8719914266026381,1.113275311330736,6.904215475931553,0.3306165777904858,1.4967987621050434
Cell_48,6.925205343904876,4.607751638383814,6.193843048764792,2.530617183752322,4.34141277087864,0.4983213227624139,1.09938861786515,1.1210207161674408,1.2304672939252548,2.343963460330202,0.033623394668391315,0.626393061155782,1.4100828189104804,0.08698247368167743,1.9722063984155336,0.6138870766497656,0.9784909276822891,2.428604972137679,3.156508148790513,2.021367577114178,0.3187757613752848,1.9403187720404373,2.0476865138708518,1.7335665117290582,3.551407932627223,1.2595722724101706,3.4494836833220424,3.4337337587440917,2.094500656261299,1.5172183619139692
Cell_49,4.660678687886431,7.111687827723589,6.271281545759788,2.6718867103063078,4.089102358119364,0.469729052108255,0.5945622695291894,0.8104868933825208,0.21180265511836435,0.4352026879679215,3.6973372397449777,0.5906114882918926,2.354460099614429,1.3622912792711859,1.8720819616976108,1.9379451056803896,0.41287575685168426,2.3435220696483703,0.2775586148697422,0.5642980342486068,1.915006212221084,0.3811867583653839,0.0715311261383061,1.5865493630100582,0.16130531797127642,2.064710708071436,0.8698858472064063,1.5672817968409591,1.5425559211063458,2.1898638924030265
Cell_50,5.123915657504421,2.527652321158014,3.6188155998789933,5.054936719857748,6.441849663151514,1.9758237147269537,3.271243748231469,1.6363257302231933,2.7863323066604555,1.4572003282128634,2.6987013150644397,0.8267718369126527,3.8011339639235833,1.7941523865554003,0.21397824550528263,1.6105326017651338,1.981104559514793,2.4078241988413387,4.806191392711256,0.701222002828961,4.829628061139408,1.1706630028863043,0.5344175892196548,0.7170643969899803,1.8863743268756141,0.45103034503571104,0.8408248782335636,1.576874565778882,3.779211273727052,2.353512811742161
Cell_51,3.52708682804938,4.9738769544297785,4.244776330473506,2.961606723798189,9.053759262468212,3.823983549250904,1.0886030490222438,0.7436580970323217,0.3220022632856249,1.976807943438061,1.9872936598560174,0.4957056734824102,1.4620369740595116,2.2959909161046697,0.6930359922432698,0.9670648423468369,0.9581399626666962,0.5317941121121417,0.9859556989145475,0.16602480374494277,0.9112604332537714,0.9247770030124639,1.101217232213186,1.7649230208293947,0.2898974086500093,0.3642831580451297,0.5169530641043732,0.25201223924480604,1.9346159764065045,0.6622153835894459
